,0,1,2,3,4,5,6,7,8
200,soccer/world/friendly-international-2021/qatar-luxembourg-6PcDs9Oo,24.03.2021,Qatar,Luxembourg,1:0,1.84,3.34,4.40,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
201,soccer/world/friendly-international-2021/kyrgyzstan-bangladesh-AJV9Q9Qc,23.03.2021,Kyrgyzstan U23,Bangladesh,0:1,1.79,3.47,4.17,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
202,soccer/world/friendly-international-2021/oman-jordan-MZhi6zcL,18.03.2021,Kenya,Tanzania,0:0,2.06,2.93,4.09,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
203,soccer/world/friendly-international-2021/kenya-tanzania-0CtwaM24,15.03.2021,Kenya,Tanzania,2:1,2.18,2.83,3.77,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
204,soccer/world/friendly-international-2021/kenya-south-sudan-MLsZa2mb,13.03.2021,Kenya,South Sudan,1:0,1.66,3.57,5.26,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
205,soccer/world/friendly-international-2021/romania-serbia-WWM1zxeP,10.03.2021,Romania U19,Serbia U19,0:0,3.51,3.38,1.93,https://www.betexplorer.com/soccer/world/friendly-international-2021/results/?month=2021-03
206,soccer/world/world-cup-2006/saudi-arabia-spain-WC9iqLxD,23.06.2006,Saudi Arabia,Spain,0:1,16.11,6.68,1.15,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
207,soccer/world/world-cup-2006/ukraine-tunisia-rmDeruhJ,23.06.2006,Ukraine,Tunisia,1:0,1.61,3.55,6.10,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
208,soccer/world/world-cup-2006/switzerland-south-korea-4hfOmqOs,23.06.2006,Switzerland,South Korea,2:0,2.01,2.87,4.30,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
209,soccer/world/world-cup-2006/togo-france-SW2dhPFQ,23.06.2006,Togo,France,0:2,15.26,7.04,1.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
210,soccer/world/world-cup-2006/croatia-australia-lGp2YNw1,22.06.2006,Croatia,Australia,2:2,2.23,3.20,2.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
211,soccer/world/world-cup-2006/japan-brazil-zDtbZ3Of,22.06.2006,Japan,Brazil,1:4,12.00,5.25,1.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
212,soccer/world/world-cup-2006/czech-republic-italy-nkL3r818,22.06.2006,Czech Republic,Italy,0:2,3.95,3.15,1.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
213,soccer/world/world-cup-2006/ghana-usa-pzv7sSGE,22.06.2006,Ghana,USA,2:1,2.20,3.25,2.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
214,soccer/world/world-cup-2006/iran-angola-CnReN6Pr,21.06.2006,Iran,Angola,1:1,2.40,3.10,2.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
215,soccer/world/world-cup-2006/portugal-mexico-dhzKvZfG,21.06.2006,Portugal,Mexico,2:1,2.20,2.62,3.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
216,soccer/world/world-cup-2006/ivory-coast-serbia-and-montenegro-nH9KJXIj,21.06.2006,Ivory Coast,Serbia and Montenegro,3:2,2.10,3.20,3.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
217,soccer/world/world-cup-2006/netherlands-argentina-YD5GKD3p,21.06.2006,Netherlands,Argentina,0:0,3.40,3.00,2.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
218,soccer/world/world-cup-2006/paraguay-trinidad-tobago-fZCOSyd4,20.06.2006,Paraguay,Trinidad &amp; Tobago,2:0,1.80,3.75,3.30,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
219,soccer/world/world-cup-2006/sweden-england-ra9KTHtb,20.06.2006,Sweden,England,2:2,3.10,2.62,2.37,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
220,soccer/world/world-cup-2006/costa-rica-poland-YuIkCGBN,20.06.2006,Costa Rica,Poland,1:2,4.50,3.30,1.66,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
221,soccer/world/world-cup-2006/saudi-arabia-ukraine-baBqos80,19.06.2006,Saudi Arabia,Ukraine,0:4,7.00,3.75,1.40,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
222,soccer/world/world-cup-2006/spain-tunisia-xjAmp1N6,19.06.2006,Spain,Tunisia,3:1,1.30,4.00,9.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
223,soccer/world/world-cup-2006/togo-switzerland-p8Dig50K,19.06.2006,Togo,Switzerland,0:2,6.50,3.60,1.44,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
224,soccer/world/world-cup-2006/france-south-korea-6HEmfooE,18.06.2006,France,South Korea,1:1,1.44,3.50,7.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
225,soccer/world/world-cup-2006/brazil-australia-tjsfzp9l,18.06.2006,Brazil,Australia,2:0,1.20,5.00,11.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
226,soccer/world/world-cup-2006/japan-croatia-bsKsyQgr,18.06.2006,Japan,Croatia,0:0,5.00,3.30,1.61,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
227,soccer/world/world-cup-2006/czech-republic-ghana-2yK8K491,17.06.2006,Czech Republic,Ghana,0:2,1.61,3.30,5.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
228,soccer/world/world-cup-2006/portugal-iran-2VzGuFuA,17.06.2006,Portugal,Iran,2:0,1.30,4.00,9.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
229,soccer/world/world-cup-2006/mexico-angola-OvxCteQ3,16.06.2006,Mexico,Angola,0:0,1.40,3.50,8.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
230,soccer/world/world-cup-2006/netherlands-ivory-coast-SWSmPgeT,16.06.2006,Netherlands,Ivory Coast,2:1,1.90,3.10,3.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
231,soccer/world/world-cup-2006/england-trinidad-tobago-AoBCVwCo,15.06.2006,England,Trinidad &amp; Tobago,2:0,1.13,5.50,15.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
232,soccer/world/world-cup-2006/sweden-paraguay-lxAGUcRi,15.06.2006,Sweden,Paraguay,1:0,1.90,3.10,3.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
233,soccer/world/world-cup-2006/ecuador-costa-rica-xEOtExsB,15.06.2006,Ecuador,Costa Rica,3:0,1.93,3.18,3.97,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
234,soccer/world/world-cup-2006/spain-ukraine-bFgSn3wl,14.06.2006,Spain,Ukraine,4:0,1.83,3.13,4.34,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
235,soccer/world/world-cup-2006/france-switzerland-AVYAW18D,13.06.2006,France,Switzerland,0:0,1.66,3.25,5.40,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
236,soccer/world/world-cup-2006/south-korea-togo-Wvz7Xsg7,13.06.2006,South Korea,Togo,2:1,1.97,3.09,3.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
237,soccer/world/world-cup-2006/brazil-croatia-ImxFu6oR,13.06.2006,Brazil,Croatia,1:0,1.40,3.50,8.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
238,soccer/world/world-cup-2006/australia-japan-vcwBtnWK,12.06.2006,Australia,Japan,3:1,2.50,3.15,2.80,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
239,soccer/world/world-cup-2006/italy-ghana-Y1F4Lpfe,12.06.2006,Italy,Ghana,2:0,1.52,3.40,6.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
240,soccer/world/world-cup-2006/usa-czech-republic-fBG0MQvk,12.06.2006,USA,Czech Republic,0:3,4.00,3.20,1.90,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
241,soccer/world/world-cup-2006/angola-portugal-rTKEsyBc,11.06.2006,Angola,Portugal,0:1,9.00,3.75,1.33,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
242,soccer/world/world-cup-2006/serbia-and-montenegro-netherlands-K6PuRFQG,11.06.2006,Serbia and Montenegro,Netherlands,0:1,4.19,3.12,1.87,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
243,soccer/world/world-cup-2006/england-paraguay-S2HgBzRT,10.06.2006,England,Paraguay,1:0,1.62,3.34,5.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
244,soccer/world/world-cup-2006/germany-costa-rica-MwlNGvch,09.06.2006,Germany,Costa Rica,4:2,1.26,4.98,11.54,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
245,soccer/world/world-cup-2006/poland-ecuador-0UnRFbCb,09.06.2006,Poland,Ecuador,0:2,1.90,3.25,3.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
246,soccer/world/world-cup-2006/italy-france-4Y9TBwM5,09.07.2006,Italy,France,2:1,2.57,2.79,3.18,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
247,soccer/world/world-cup-2006/germany-portugal-MPnHCJ6a,08.07.2006,Germany,Portugal,3:1,1.83,3.36,4.31,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
248,soccer/world/world-cup-2006/portugal-france-hjrDDaig,05.07.2006,Portugal,France,0:1,3.84,2.87,2.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
249,soccer/world/world-cup-2006/germany-italy-Eaq9Euxm,04.07.2006,Germany,Italy,0:2,2.43,2.87,3.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
250,soccer/world/world-cup-2006/brazil-france-Wzf4FLMt,01.07.2006,Brazil,France,0:1,1.74,3.34,5.04,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
251,soccer/world/world-cup-2006/england-portugal-fF2xK1EP,01.07.2006,England,Portugal,0:1,2.11,3.02,3.70,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
252,soccer/world/world-cup-2006/germany-argentina-b3irdbMI,30.06.2006,Germany,Argentina,2:1,2.55,3.00,2.89,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
253,soccer/world/world-cup-2006/italy-ukraine-xfjneIyP,30.06.2006,Italy,Ukraine,3:0,1.58,3.40,6.86,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
254,soccer/world/world-cup-2006/brazil-ghana-hjMsbKi6,27.06.2006,Brazil,Ghana,3:0,1.26,5.23,10.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
255,soccer/world/world-cup-2006/spain-france-WtLocv7C,27.06.2006,Spain,France,1:3,2.33,3.00,3.19,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
256,soccer/world/world-cup-2006/italy-australia-t8fRatNg,26.06.2006,Italy,Australia,1:0,1.53,3.72,6.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
257,soccer/world/world-cup-2006/switzerland-ukraine-bTMwa0x0,26.06.2006,Switzerland,Ukraine,0:1,2.40,3.01,3.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
258,soccer/world/world-cup-2006/england-ecuador-Kh6I12hs,25.06.2006,England,Ecuador,1:0,1.50,3.78,6.99,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
259,soccer/world/world-cup-2006/portugal-netherlands-bq5M0M7m,25.06.2006,Portugal,Netherlands,1:0,3.11,3.05,2.38,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
260,soccer/world/world-cup-2006/argentina-mexico-S0Ej6rpQ,24.06.2006,Argentina,Mexico,2:1,1.36,4.20,10.01,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
261,soccer/world/world-cup-2006/germany-sweden-lAFn7OUJ,24.06.2006,Germany,Sweden,2:0,1.63,3.51,5.73,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
262,soccer/world/world-cup-2010/chile-spain-2BA24QMq,25.06.2010,Chile,Spain,1:2,6.82,4.11,1.50,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
263,soccer/world/world-cup-2010/switzerland-honduras-QomZLhhH,25.06.2010,Switzerland,Honduras,0:0,1.54,3.95,6.50,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
264,soccer/world/world-cup-2010/north-korea-ivory-coast-niU1RdOu,25.06.2010,North Korea,Ivory Coast,0:3,9.16,4.94,1.35,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
265,soccer/world/world-cup-2010/portugal-brazil-QsT5QGwn,25.06.2010,Portugal,Brazil,0:0,3.50,2.91,2.35,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
266,soccer/world/world-cup-2010/paraguay-new-zealand-EJsW9eg5,24.06.2010,Paraguay,New Zealand,0:0,1.39,4.38,9.31,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
267,soccer/world/world-cup-2010/slovakia-italy-WAKJAyva,24.06.2010,Slovakia,Italy,3:2,6.83,3.78,1.55,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
268,soccer/world/world-cup-2010/cameroon-netherlands-8lTlgz9O,24.06.2010,Cameroon,Netherlands,1:2,5.35,3.69,1.67,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
269,soccer/world/world-cup-2010/denmark-japan-UcUpfGgI,24.06.2010,Denmark,Japan,1:3,2.24,3.21,3.36,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
270,soccer/world/world-cup-2010/australia-serbia-Kpne6t2J,23.06.2010,Australia,Serbia,2:1,4.31,3.54,1.85,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
271,soccer/world/world-cup-2010/ghana-germany-Cfc6clbJ,23.06.2010,Ghana,Germany,0:1,7.67,4.27,1.44,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
272,soccer/world/world-cup-2010/slovenia-england-ImKFpBED,23.06.2010,Slovenia,England,0:1,8.01,4.24,1.44,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
273,soccer/world/world-cup-2010/usa-algeria-lCzA8E6K,23.06.2010,USA,Algeria,1:0,1.86,3.57,4.22,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
274,soccer/world/world-cup-2010/greece-argentina-61p693oc,22.06.2010,Greece,Argentina,0:2,7.36,4.12,1.47,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
275,soccer/world/world-cup-2010/nigeria-south-korea-0vrFpK8d,22.06.2010,Nigeria,South Korea,2:2,2.92,3.31,2.43,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
276,soccer/world/world-cup-2010/france-south-africa-zVXBepHc,22.06.2010,France,South Africa,1:2,2.09,3.43,3.48,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
277,soccer/world/world-cup-2010/mexico-uruguay-dvZ7dQ1i,22.06.2010,Mexico,Uruguay,0:1,3.69,1.94,3.64,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
278,soccer/world/world-cup-2010/chile-switzerland-E3LINEN4,21.06.2010,Chile,Switzerland,1:0,2.15,3.15,3.67,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
279,soccer/world/world-cup-2010/spain-honduras-dCrVMYxB,21.06.2010,Spain,Honduras,2:0,1.11,8.54,23.89,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
280,soccer/world/world-cup-2010/portugal-north-korea-raZn6DhU,21.06.2010,Portugal,North Korea,7:0,1.37,4.45,10.00,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
281,soccer/world/world-cup-2010/brazil-ivory-coast-48zq7gwO,20.06.2010,Brazil,Ivory Coast,3:1,1.73,3.44,5.37,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
282,soccer/world/world-cup-2010/italy-new-zealand-OpLFBHOh,20.06.2010,Italy,New Zealand,1:1,1.21,5.90,16.50,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
283,soccer/world/world-cup-2010/slovakia-paraguay-pfMBCc9n,20.06.2010,Slovakia,Paraguay,0:2,3.83,3.20,2.05,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
284,soccer/world/world-cup-2010/cameroon-denmark-CMZuedvC,19.06.2010,Cameroon,Denmark,1:2,2.87,3.19,2.53,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
285,soccer/world/world-cup-2010/netherlands-japan-YVzxdxP5,19.06.2010,Netherlands,Japan,1:0,1.43,4.14,8.66,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
286,soccer/world/world-cup-2010/ghana-australia-4UgbaAT6,19.06.2010,Ghana,Australia,1:1,2.29,3.16,3.30,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
287,soccer/world/world-cup-2010/germany-serbia-Qwef0jE0,18.06.2010,Germany,Serbia,0:1,1.63,3.73,5.77,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
288,soccer/world/world-cup-2010/england-algeria-dYV6nXq1,18.06.2010,England,Algeria,0:0,1.22,5.81,14.83,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
289,soccer/world/world-cup-2010/slovenia-usa-jyTblgFl,18.06.2010,Slovenia,USA,2:2,3.68,3.17,2.13,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
290,soccer/world/world-cup-2010/argentina-south-korea-SCU7ntvp,17.06.2010,Argentina,South Korea,4:1,1.50,3.87,7.70,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
291,soccer/world/world-cup-2010/greece-nigeria-MmqBo0gj,17.06.2010,Greece,Nigeria,2:1,3.82,3.17,2.07,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
292,soccer/world/world-cup-2010/france-mexico-vJMHXtPj,17.06.2010,France,Mexico,0:2,2.10,3.12,3.83,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
293,soccer/world/world-cup-2010/honduras-chile-WvWDOf8b,16.06.2010,Honduras,Chile,0:1,5.75,3.43,1.69,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
294,soccer/world/world-cup-2010/spain-switzerland-K4S9Pzgh,16.06.2010,Spain,Switzerland,0:1,1.27,5.18,13.75,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
295,soccer/world/world-cup-2010/south-africa-uruguay-SrJDYM9p,16.06.2010,South Africa,Uruguay,0:3,3.28,3.04,2.38,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
296,soccer/world/world-cup-2010/brazil-north-korea-Aoyu8ZNH,15.06.2010,Brazil,North Korea,2:1,1.10,9.28,29.58,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
297,soccer/world/world-cup-2010/ivory-coast-portugal-drXz9F8B,15.06.2010,Ivory Coast,Portugal,0:0,3.79,3.16,2.08,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
298,soccer/world/world-cup-2010/new-zealand-slovakia-2VW6Dwft,15.06.2010,New Zealand,Slovakia,1:1,7.54,3.86,1.50,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
299,soccer/world/world-cup-2010/italy-paraguay-Q9uuIJoP,14.06.2010,Italy,Paraguay,1:1,2.12,3.00,3.84,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
300,soccer/world/world-cup-2010/japan-cameroon-CrRZbbfg,14.06.2010,Japan,Cameroon,1:0,3.64,3.11,2.17,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
301,soccer/world/world-cup-2010/netherlands-denmark-UJyVavum,14.06.2010,Netherlands,Denmark,2:0,1.51,3.95,7.03,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
302,soccer/world/world-cup-2010/germany-australia-2JGp2Cql,13.06.2010,Germany,Australia,4:0,1.51,3.85,7.19,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
303,soccer/world/world-cup-2010/serbia-ghana-8dHt3hUs,13.06.2010,Serbia,Ghana,0:1,2.02,3.21,4.02,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
304,soccer/world/world-cup-2010/algeria-slovenia-8S5nkZar,13.06.2010,Algeria,Slovenia,0:1,3.69,3.14,2.13,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
